32   2 0.01 0.200 0.800 1 10 10000 5000
32   3 0.01 0.200 0.800 1 10 10000 5000
32   4 0.01 0.200 0.800 1 10 10000 5000
32   5 0.01 0.200 0.800 1 10 10000 5000
32   6 0.01 0.200 0.800 1 10 10000 5000
32   7 0.01 0.200 0.800 1 10 10000 5000
32   8 0.01 0.200 0.800 1 10 10000 5000
32   9 0.01 0.200 0.800 1 10 10000 5000
32  10 0.01 0.200 0.800 1 10 10000 5000
32  11 0.01 0.200 0.800 1 10 10000 5000
32  12 0.01 0.200 0.800 1 10 10000 5000
32  13 0.01 0.200 0.800 1 10 10000 5000
32  14 0.01 0.200 0.800 1 10 10000 5000
32  15 0.01 0.200 0.800 1 10 10000 5000
32  16 0.01 0.200 0.800 1 10 10000 5000
32  17 0.01 0.200 0.800 1 10 10000 5000
32  18 0.01 0.200 0.800 1 10 10000 5000
32  19 0.01 0.200 0.800 1 10 10000 5000
32  20 0.01 0.200 0.800 1 10 10000 5000
32  21 0.01 0.200 0.800 1 10 10000 5000
32  22 0.01 0.200 0.800 1 10 10000 5000
32  23 0.01 0.200 0.800 1 10 10000 5000
32  24 0.01 0.200 0.800 1 10 10000 5000
32  25 0.01 0.200 0.800 1 10 10000 5000
32  26 0.01 0.200 0.800 1 10 10000 5000
32  27 0.01 0.200 0.800 1 10 10000 5000
32  28 0.01 0.200 0.800 1 10 10000 5000
32  29 0.01 0.200 0.800 1 10 10000 5000
32  30 0.01 0.200 0.800 1 10 10000 5000
32   1 0.10 0.150 0.800 1 10 10000 5000
32   2 0.10 0.150 0.800 1 10 10000 5000
32   3 0.10 0.150 0.800 1 10 10000 5000
32   4 0.10 0.150 0.800 1 10 10000 5000
32   5 0.10 0.150 0.800 1 10 10000 5000
32   6 0.10 0.150 0.800 1 10 10000 5000
32   7 0.10 0.150 0.800 1 10 10000 5000
32   8 0.10 0.150 0.800 1 10 10000 5000
32   9 0.10 0.150 0.800 1 10 10000 5000
32  10 0.10 0.150 0.800 1 10 10000 5000
32  11 0.10 0.150 0.800 1 10 10000 5000
32  12 0.10 0.150 0.800 1 10 10000 5000
32  13 0.10 0.150 0.800 1 10 10000 5000
32  14 0.10 0.150 0.800 1 10 10000 5000
32  15 0.10 0.150 0.800 1 10 10000 5000
32  16 0.10 0.150 0.800 1 10 10000 5000
32  17 0.10 0.150 0.800 1 10 10000 5000
32  18 0.10 0.150 0.800 1 10 10000 5000
32  19 0.10 0.150 0.800 1 10 10000 5000
32  20 0.10 0.150 0.800 1 10 10000 5000
32  21 0.10 0.150 0.800 1 10 10000 5000
32  22 0.10 0.150 0.800 1 10 10000 5000
32  23 0.10 0.150 0.800 1 10 10000 5000
32  24 0.10 0.150 0.800 1 10 10000 5000
32  25 0.10 0.150 0.800 1 10 10000 5000
32  26 0.10 0.150 0.800 1 10 10000 5000
32  27 0.10 0.150 0.800 1 10 10000 5000
32  28 0.10 0.150 0.800 1 10 10000 5000
32  29 0.10 0.150 0.800 1 10 10000 5000
32  30 0.10 0.150 0.800 1 10 10000 5000
